Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"8,545,052","2,997,973","2,520,735","2,024,729","1,969,360","1,342,938,577","112,271,066","1,011,891,188","1,286,286,275","85,946,985","1,014,934,561","56,652,302","34,396,605","14,294,633","2,165.00","16,571.00",16.54,3.54,0.15,"Quý 1/2020
01/01-31/03
CKT/HN"
"9,339,940","4,877,679","2,218,468","1,725,107","1,714,090","1,313,037,674","104,113,340","976,333,888","1,258,344,568","79,198,149","989,671,155","54,693,106","34,396,605","12,483,070","2,167.00","15,998.00",15.87,3.16,0.13,"Quý 4/2019
01/10-31/12
CKT/HN"
"8,150,983","4,242,377","2,283,790","1,810,329","1,753,040","1,268,412,620","81,842,839","953,925,133","1,214,692,692","74,093,887","953,512,834","53,719,928","34,396,605","11,212,823","2,450.00","15,713.00",14.37,3.28,0.14,"Quý 3/2019
01/07-30/09
CKT/HN"
"8,321,165","4,198,582","2,551,225","2,040,734","1,963,633","1,268,548,943","101,895,742","917,422,710","1,215,451,492","78,010,124","964,542,964","53,097,451","34,369,933","10,723,654","2,378.00","15,531.00",10.94,3.78,0.16,"Quý 2/2019
01/04-30/06
CKT/HN"
"9,165,640","2,779,640","2,485,665","2,021,109","1,978,183","1,226,942,713","119,261,308","867,289,606","1,176,139,467","78,920,209","910,053,496","50,803,246","34,369,933","8,931,155","2,061.00","14,860.00",21.05,3.97,0.16,"Quý 1/2019
01/01-31/03
CKT/HN"
"8,008,563","5,024,993","3,245,464","2,750,127","2,681,561","1,201,661,645","118,249,055","854,948,489","1,152,676,017","91,057,406","859,785,722","48,985,628","34,369,894","7,261,939","2,016.00","14,329.00",12.65,5.61,0.23,"Quý 4/2018
01/10-31/12
CKT/HN"
"9,019,977","3,463,598","1,861,896","1,482,992","1,505,105","1,125,908,666","85,093,478","813,528,138","1,079,372,560","91,634,526","823,073,422","46,536,106","34,328,961","5,955,429","1,682.00","13,612.00",11.65,3.18,0.14,"Quý 3/2018
01/07-30/09
CKT/HN"
"7,201,860","3,618,076","1,431,367","962,402","882,211","1,100,433,040","78,258,195","794,655,016","1,052,308,544","95,453,955","811,512,264","48,124,496","34,304,553","7,351,204","1,817.00","14,077.00",11.23,1.88,0.08,"Quý 2/2018
01/04-30/06
CKT/HN"
"6,805,759","3,261,856","2,277,065","1,848,920","1,823,679","1,026,251,638","63,945,761","746,941,423","980,500,669","86,689,525","762,402,016","45,750,969","34,304,553","6,368,988","1,844.00","13,383.00",9.52,4.06,0.18,"Quý 1/2018
01/01-31/03
CKT/HN"
"7,030,602","4,653,962","1,976,678","1,564,293","1,538,589","1,006,635,168","62,862,794","713,681,558","962,417,764","92,449,724","726,185,075","44,217,404","34,304,553","5,052,981","1,796.00","12,934.00",7.91,3.41,0.16,"Quý 4/2017
01/10-31/12
CKT/HN"
