Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"2,913,590","1,574,764","1,388,474","1,043,099","1,039,892","439,657,246","79,181,704","243,529,996","397,996,452","40,132,999","316,188,876","41,514,360","32,420,728","6,346,975","1,755.00","17,914.00",15.32,2.53,0.24,"Quý 3/2013
01/07-30/09
CKT/HN"
"2,552,601","1,280,166","1,137,862","867,219","860,694","436,470,622","100,030,235","231,636,362","395,701,250","42,490,878","304,811,711","40,602,641","32,420,728","5,306,742","1,784.00","17,521.00",15.70,2.07,0.20,"Quý 2/2013
01/04-30/06
SX/HN"
"2,590,866","1,332,765","1,465,291","1,117,221","1,112,451","420,480,386","70,351,250","233,165,635","377,841,680","37,774,788","297,758,690","42,482,022","32,420,728","7,255,420","1,408.00","18,332.00",22.73,2.65,0.27,"Quý 1/2013
01/01-31/03
CKT/HN"
"2,471,474","1,938,936","1,366,941","1,059,181","1,054,868","414,670,120","65,712,726","235,959,642","372,181,294","34,066,351","284,514,568","42,336,909","32,420,728","7,506,599","1,516.00","18,269.00",17.94,2.52,0.25,"Quý 4/2012
01/10-31/12
CKT/HN"
"2,748,162","1,568,258","1,476,912","1,108,898","1,105,721","416,740,517","102,745,042","220,710,941","375,333,115","45,766,214","262,107,261","41,253,000","32,420,728","6,487,068","1,436.00","17,801.00",17.13,2.72,0.27,"Quý 3/2012
01/07-30/09
CKT/HN"
"2,454,796","1,068,898","1,182,465","910,234","906,821","391,662,936","106,138,079","208,435,766","351,358,876","47,361,909","242,630,412","40,152,835","32,420,728","5,383,853","1,889.00","17,327.00",15.62,2.22,0.24,"Quý 2/2012
01/04-30/06
SX/HN"
"3,300,012","1,419,011","1,735,058","1,346,885","1,341,868","358,908,126","91,762,250","202,259,907","317,116,542","49,558,275","224,479,126","41,643,601","32,420,728","6,862,706","2,123.00","17,970.00",13.66,3.82,0.37,"Quý 1/2012
01/01-31/03
CKT/HN"
"3,890,536","1,997,297","1,115,270","740,516","741,765","366,750,050","104,748,399","204,145,560","337,271,610","47,962,375","226,909,438","29,335,206","20,739,157","6,890,793","2,426.00","14,892.00",8.99,2.56,0.21,"Quý 4/2011
01/10-31/12
CKT/HN"
"3,684,320","1,289,075","1,410,681","1,067,070","1,057,984","333,735,143","76,027,328","182,726,892","305,074,425","49,981,111","201,216,378","28,533,082","20,739,157","5,927,240","2,949.00","14,485.00",9.26,3.77,0.31,"Quý 3/2011
01/07-30/09
CKT/HN"
"2,687,089","1,173,496","1,309,708","992,556","986,326","344,207,378","79,976,502","185,068,933","316,508,580","68,683,444","176,650,494","27,555,243","18,619,700","7,068,277","3,180.00","15,667.00",8.71,3.65,0.29,"Quý 2/2011
01/04-30/06
CKT/HN"
