Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"3,035,858","2,625,228","897,259","716,260","716,260","485,212,606","18,315,548","315,149,610","457,008,004","3,248,072","428,953,971","28,204,602","18,166,632","6,458,945","1,318.00","15,637.00",10.47,2.57,0.15,"Quý 3/2019
01/07-30/09
CKT/HN"
"2,637,199","1,973,154","440,551","343,370","343,370","481,897,995","26,355,210","306,059,137","454,450,293","3,791,656","426,236,433","27,447,702","18,166,632","5,747,777","1,349.00","15,218.00",7.97,1.25,0.07,"Quý 2/2019
01/04-30/06
CKT/HN"
"2,839,877","2,477,566","987,883","785,741","785,741","459,076,447","8,354,076","302,176,406","431,529,902","3,844,034","405,709,054","27,546,545","18,166,632","6,152,016","1,329.00","15,273.00",5.49,2.89,0.17,"Quý 1/2019
01/01-31/03
CKT/HN"
"1,775,524","2,579,237","725,683","531,568","531,568","453,581,057","13,150,915","292,058,715","426,839,417","3,525,560","400,844,380","26,741,640","18,166,632","5,411,564","1,361.00","14,826.00",7.38,2.01,0.12,"Quý 4/2018
01/10-31/12
CKT/HN"
"2,924,826","2,351,354","1,029,837","771,869","771,869","450,200,240","17,792,204","286,378,842","423,970,384","2,991,439","399,369,977","26,229,856","18,166,632","4,879,996","1,543.00","14,543.00",6.84,2.98,0.17,"Quý 3/2018
01/07-30/09
CKT/HN"
"2,022,480","2,284,831","399,782","307,185","307,185","439,170,151","16,969,472","275,511,929","413,671,157","3,013,869","388,242,919","25,498,994","18,166,632","4,096,024","1,205.00","14,137.00",9.42,1.21,0.07,"Quý 2/2018
01/04-30/06
CKT/HN"
"2,457,858","2,050,281","1,061,444","844,242","844,242","425,033,040","9,531,398","267,225,888","399,555,802","3,215,141","377,222,877","25,477,238","18,166,632","4,365,005","1,241.00","14,125.00",9.83,3.37,0.20,"Quý 1/2018
01/01-31/03
CKT/HN"
"2,110,038","2,371,780","932,490","858,971","858,971","406,040,598","4,822,454","253,100,111","381,408,232","7,491,655","349,197,426","24,632,366","18,166,632","3,521,064",993.00,"13,657.00",12.04,3.55,0.21,"Quý 4/2017
01/10-31/12
CKT/HN"
"2,070,205","1,963,458","318,431","163,180","163,180","403,602,479","1,855,932","249,548,038","379,821,584","4,402,681","357,219,509","23,780,895","18,166,632","2,664,358",739.00,"13,185.00",18.27,0.69,0.04,"Quý 3/2017
01/07-30/09
CKT/HN"
"1,781,696","1,743,875","492,303","371,279","371,279","400,686,351","6,812,672","243,564,981","377,037,747","3,942,875","355,860,198","23,648,604","18,166,632","2,501,178",819.00,"13,112.00",14.11,1.57,0.09,"Quý 2/2017
01/04-30/06
CKT/HN"
"1,671,855","1,758,717","503,767","396,726","396,726","381,252,451","5,236,374","226,593,934","357,582,010","5,387,830","339,234,749","23,670,441","18,166,632","2,688,474",730.00,"13,124.00",21.23,1.69,0.11,"Quý 1/2017
01/01-31/03
CKT/HN"
"1,519,577","1,964,538","462,985","401,529","401,529","368,680,399","7,375,083","220,168,751","345,452,717","12,649,029","319,859,584","23,227,682","18,166,632","2,277,346",627.00,"12,878.00",20.50,1.75,0.11,"Quý 4/2016
01/10-31/12
CKT/HN"
"1,696,464","1,648,012","449,877","307,282","307,282","363,488,056","2,164,250","220,486,919","340,704,657","15,270,423","312,560,655","22,783,399","18,166,632","1,918,339",356.00,"12,632.00",35.08,1.36,0.09,"Quý 3/2016
01/07-30/09
CKT/HN"
"1,078,909","1,365,401","269,066","211,418","211,418","355,973,206","3,039,287","216,091,293","333,529,826","6,121,777","317,074,842","22,443,380","18,166,632","1,569,036",269.00,"12,443.00",51.26,0.93,0.06,"Quý 2/2016
01/04-30/06
CKT/HN"
"1,051,544","1,377,789","309,456","210,538","210,538","344,409,236","2,023,023","203,969,326","321,296,630","5,713,136","303,043,610","23,112,606","18,166,632","2,313,518",233.00,"12,814.00",49.04,0.93,0.06,"Quý 1/2016
01/01-31/03
CKT/HN"
"1,410,787","1,580,967","-18,532","-86,590","-86,590","333,294,844","2,497,737","196,422,586","310,323,126","8,411,437","291,365,595","22,971,718","18,166,632","2,125,535",207.00,"12,736.00",45.76,-0.38,-0.03,"Quý 4/2015
01/10-31/12
CKT/HN"
"956,512","1,514,820","187,028","150,171","150,171","320,056,340","2,336,419","192,649,887","297,385,304","5,565,798","285,405,282","22,671,036","18,166,632","2,195,663",-36.00,"12,026.00",-257.37,0.66,0.05,"Quý 3/2015
01/07-30/09
CKT/HN"
"1,513,471","1,259,992","164,218","146,979","146,979","312,374,503","3,421,254","196,427,841","289,640,398","3,422,186","279,991,063","22,734,105","18,166,632","2,045,497",178.00,"12,059.00",63.64,0.65,0.05,"Quý 2/2015
01/04-30/06
CKT/HN"
"1,238,719","1,464,550","199,001","161,948","161,948","306,515,443","9,439,986","188,365,006","283,830,202","3,239,213","274,328,421","22,685,241","18,166,632","1,900,732",483.00,"12,033.00",21.31,0.72,0.05,"Quý 1/2015
01/01-31/03
CKT/HN"
"913,518","1,224,527","-671,189","-521,442","-521,442","292,542,265","2,207,869","183,629,878","269,963,968","2,951,161","260,997,659","22,578,297","18,166,632","1,764,394",928.00,"11,977.00",14.12,-2.48,-0.21,"Quý 4/2014
01/10-31/12
CKT/HN"
"1,907,599","1,372,636","615,377","487,910","487,910","213,077,178","4,665,313","144,121,815","193,574,394","3,699,012","183,924,107","19,502,784","12,590,878","4,465,131","1,752.00","15,696.00",9.36,2.54,0.23,"Quý 3/2014
01/07-30/09
CKT/HN"
"1,853,781","1,162,652","713,405","543,247","543,247","210,777,249","4,869,870","139,120,780","191,818,146","6,108,274","179,952,351","18,959,103","12,590,878","3,978,017","1,857.00","15,259.00",10.02,2.88,0.27,"Quý 2/2014
01/04-30/06
CKT/HN"
"1,940,046","1,102,004","811,907","636,543","636,543","198,741,765","4,339,102","132,528,668","180,032,631","4,283,227","171,100,198","18,709,134","12,590,878","4,046,248","1,950.00","15,058.00",9.59,3.46,0.33,"Quý 1/2014
01/01-31/03
CKT/HN"
"1,253,987","1,279,091","423,834","334,242","334,242","189,802,626","3,606,812","126,646,091","171,733,735","4,410,606","163,057,454","18,068,880","12,590,879","3,434,760","1,936.00","14,542.00",9.30,1.87,0.18,"Quý 4/2013
01/10-31/12
CKT/HN"
"1,857,878","1,061,043","778,165","607,627","607,624","186,633,509","5,730,938","122,952,226","168,928,478","5,946,475","156,041,021","17,705,022","12,590,879","3,108,767","2,144.00","14,249.00",8.91,3.49,0.33,"Quý 3/2013
01/07-30/09
CKT/HN"
"1,890,791","1,124,735","830,477","649,410","649,413","178,938,808","7,088,142","119,726,121","161,832,975","5,730,391","148,276,102","17,105,826","12,590,879","2,501,144","2,066.00","13,767.00",9.97,3.86,0.37,"Quý 2/2013
01/04-30/06
CKT/HN"
"1,561,997","995,740","793,802","620,836","620,836","168,982,444","5,714,697","113,214,793","152,431,008","3,754,889","141,187,369","16,551,425","12,590,879","1,875,641","1,981.00","13,321.00",10.04,3.69,0.38,"Quý 1/2013
01/01-31/03
CKT/HN"
"1,578,770","974,638","742,902","571,356","571,358","161,377,619","7,469,880","109,214,226","144,313,900","5,007,208","131,644,622","17,063,710","12,590,879","2,754,660","2,106.00","13,733.00",8.17,3.41,0.36,"Quý 4/2012
01/10-31/12
CKT/HN"
"1,606,919","1,183,155","699,617","508,720","508,720","157,811,313","8,528,421","107,705,506","141,380,090","4,847,081","128,137,628","16,431,213","12,590,879","2,189,971",776.00,"13,224.00",22.82,3.32,0.32,"Quý 3/2012
01/07-30/09
CKT/HN"
"1,630,937","950,594","624,411","473,286","473,286","160,503,546","7,056,126","107,628,519","146,257,432","5,009,064","124,610,813","14,246,104","10,905,440","1,681,150",707.00,"13,265.00",24.75,3.31,0.30,"Quý 2/2012
01/04-30/06
CKT/HN"
"1,810,811","1,097,635","893,011","675,742","675,742","158,548,008","8,706,628","96,858,880","144,204,626","3,512,444","117,942,313","14,343,372","10,905,439","1,733,395",724.00,"13,355.00",28.60,4.82,0.44,"Quý 1/2012
01/01-31/03
CKT/HN"
"1,789,417","1,205,414","-802,036","-871,001","-871,001","151,915,391","7,574,374","94,887,814","138,502,549","4,730,525","107,746,027","13,412,831","10,905,439","890,974",860.00,"12,489.00",23.15,-6.29,-0.58,"Quý 4/2011
01/10-31/12
CKT/HN"
"1,675,483","1,071,641","587,922","411,337","411,337","147,347,972","12,722,174","86,042,378","133,076,443","7,168,424","97,373,560","14,271,529","10,905,439","1,763,436","2,240.00","13,289.00",8.93,2.91,0.28,"Quý 3/2011
01/07-30/09
CKT/HN"
