Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"4,752,545","2,241,121","1,339,729","1,068,866","1,068,866","248,713,538","9,602,398","159,478,323","229,190,695","21,060,980","129,614,198","19,522,843","12,053,766","4,117,721","5,033.00","18,135.00",0,5.60,0.45,"Quý 2/2016
01/04-30/06
CKT/HN"
"4,829,078","1,797,024","1,924,110","1,537,307","1,537,307","229,847,133","7,184,544","149,532,581","211,168,477","14,219,861","129,499,602","18,678,656","12,054,316","4,190,779","4,473.00","17,351.00",,8.57,0.67,"Quý 1/2016
01/01-31/03
CKT/HN"
"4,519,660","1,883,345","1,809,727","1,444,536","1,444,536","225,887,311","9,388,905","142,602,854","208,578,739","25,879,135","123,787,571","17,308,572","10,469,863","4,360,825","4,517.00","18,853.00",,8.73,0.67,"Quý 4/2015
01/10-31/12
CKT/HN"
"3,782,298","1,942,787","1,569,811","1,367,179","1,367,179","205,739,847","7,009,194","128,145,489","189,958,029","17,744,328","126,527,623","15,781,818","10,469,863","3,726,353","3,484.00","17,190.00",,9.02,0.67,"Quý 3/2015
01/07-30/09
CKT/HN"
"3,495,313","1,478,941","588,491","465,997","465,997","201,019,834","10,510,419","116,345,810","186,501,372","27,788,107","118,599,450","14,518,462","10,469,863","2,439,711","3,121.00","15,814.00",,3.24,0.23,"Quý 2/2015
01/04-30/06
CKT/HN"
"3,318,735","1,282,812","1,038,987","868,914","868,914","203,492,607","18,894,289","113,449,525","189,284,733","23,512,125","129,211,062","14,207,874","10,469,863","2,520,733","3,295.00","15,475.00",,6.30,0.44,"Quý 1/2015
01/01-31/03
CKT/HN"
"3,056,224","2,026,242","767,676","496,659","496,659","193,876,428","14,599,675","115,062,473","180,487,506","17,764,430","130,270,670","13,388,922","9,345,329","2,718,818","3,066.00","16,619.00",,3.80,0.26,"Quý 4/2014
01/10-31/12
CKT/HN"
"2,889,399","1,529,751","1,216,907","1,034,217","1,034,217","195,003,610","16,246,364","105,661,082","182,256,428","28,568,754","127,516,021","12,747,182","9,362,872","2,896,868","2,677.00","15,822.00",,8.36,0.55,"Quý 3/2014
01/07-30/09
CKT/HN"
"2,392,668","1,093,497","768,919","625,403","625,403","179,295,120","14,610,824","95,076,433","167,302,475","22,231,367","120,430,425","11,992,645","9,345,329","2,005,990","1,985.00","14,886.00",,5.84,0.36,"Quý 2/2014
01/04-30/06
CKT/HN"
"2,069,053","1,043,695","403,362","313,615","313,615","164,641,320","14,742,631","84,031,092","155,233,426","22,496,501","111,690,119","9,407,894","6,348,779","2,403,718","2,190.00","14,822.00",,3.41,0.19,"Quý 1/2014
01/01-31/03
CKT/HN"
