Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"3,329,591","2,742,896","1,954,930","1,549,241","1,549,241","383,514,439","30,341,599","266,164,852","355,761,932","19,248,572","308,129,391","27,752,507","16,799,171","6,339,916","4,328.00","16,754.00",5.27,5.83,0.42,"Quý 4/2019
01/10-31/12
CKT/HN"
"3,023,025","1,843,617","1,938,773","1,549,212","1,549,212","358,175,116","25,612,836","253,342,924","332,810,807","8,628,094","298,007,119","25,364,309","15,961,648","5,710,876","4,539.00","15,644.00",5.16,6.30,0.44,"Quý 3/2019
01/07-30/09
CKT/HN"
"2,903,004","1,922,154","1,915,339","1,532,743","1,532,743","350,938,171","28,088,067","248,029,667","327,104,466","11,843,899","291,279,937","23,833,705","12,220,152","7,903,160","4,627.00","19,110.00",6.25,6.63,0.45,"Quý 2/2019
01/04-30/06
CKT/HN"
"2,856,540","1,798,929","1,706,894","1,365,889","1,365,889","335,802,627","25,444,809","234,791,366","313,419,182","23,564,352","275,070,155","22,383,445","12,220,152","6,470,567","4,607.00","17,947.00",6.58,6.29,0.41,"Quý 1/2019
01/01-31/03
CKT/HN"
"2,938,604","2,038,920","1,853,202","1,356,144","1,356,144","329,333,241","18,769,776","227,983,048","308,315,342","20,718,382","269,998,503","21,017,899","12,220,152","5,104,678","4,663.00","16,853.00",6.35,6.69,0.42,"Quý 4/2018
01/10-31/12
CKT/HN"
"2,563,243","1,520,206","1,625,331","1,309,422","1,309,422","312,777,917","15,466,552","218,543,139","293,259,129","15,165,276","267,975,270","19,518,788","10,593,415","6,145,473","4,218.00","17,998.00",8.08,6.92,0.42,"Quý 3/2018
01/07-30/09
CKT/HN"
"2,488,262","1,232,830","1,660,929","1,317,913","1,317,913","309,968,108","17,354,706","219,589,010","291,649,256","14,574,903","267,801,485","18,318,852","10,593,415","4,836,051","3,568.00","16,892.00",9.98,7.43,0.43,"Quý 2/2018
01/04-30/06
CKT/HN"
"2,372,811","1,679,283","1,490,087","1,144,486","1,144,486","299,855,182","15,940,304","209,680,324","282,677,922","14,177,604","258,252,752","17,177,260","9,607,514","4,654,039","2,824.00","17,423.00",16.54,6.89,0.39,"Quý 1/2018
01/01-31/03
CKT/HN"
"2,382,585","1,726,460","652,184","591,220","591,220","284,316,123","8,941,727","196,617,147","268,285,276","15,453,746","241,392,932","16,030,847","9,607,514","3,509,553","2,148.00","16,260.00",17.18,3.76,0.21,"Quý 4/2017
01/10-31/12
CKT/HN"
"2,147,214","1,268,654","741,846","546,797","546,797","270,264,504","10,550,526","181,584,447","254,841,109","9,216,485","234,030,237","15,423,395","9,607,514","3,248,359","1,926.00","15,644.00",15.89,3.61,0.20,"Quý 3/2017
01/07-30/09
CKT/HN"
"2,019,888","1,748,457","667,389","501,948","501,948","265,841,867","8,144,951","178,988,642","250,957,542","9,677,429","230,186,378","14,884,325","9,607,514","2,701,562","1,747.00","15,097.00",14.83,3.41,0.19,"Quý 2/2017
01/04-30/06
CKT/HN"
"1,908,067","1,473,788","594,788","478,166","478,166","251,536,647","7,953,345","175,104,008","236,980,600","4,299,191","221,244,954","14,556,047","9,607,514","2,349,614","1,626.00","14,764.00",15.06,3.34,0.20,"Quý 1/2017
01/01-31/03
CKT/HN"
"1,946,263","1,188,704","422,729","328,357","328,357","233,680,877","8,152,027","161,604,426","219,618,161","2,235,115","207,051,269","14,062,716","8,711,240","2,761,295","1,477.00","14,264.00",11.91,2.36,0.14,"Quý 4/2016
01/10-31/12
CKT/HN"
"1,656,977","1,243,131","415,830","333,822","333,822","228,866,885","5,266,253","158,001,647","215,141,665","3,341,091","201,386,210","13,725,220","8,711,240","2,648,795","1,308.00","14,637.00",13.99,2.46,0.15,"Quý 3/2016
01/07-30/09
CKT/HN"
"1,707,079","1,171,007","439,193","352,719","352,719","221,825,953","9,593,700","154,538,408","208,436,795","8,400,797","190,502,670","13,389,158","8,711,240","2,314,973","1,253.00","14,279.00",15.17,2.66,0.16,"Quý 2/2016
01/04-30/06
CKT/HN"
"1,581,570","1,075,047","389,250","310,276","310,276","209,867,855","9,359,554","142,519,799","196,764,472","8,539,910","181,063,369","13,103,383","8,711,240","2,012,254","1,183.00","13,974.00",15.48,2.40,0.15,"Quý 1/2016
01/01-31/03
CKT/HN"
"1,654,858","731,574","223,605","175,684","175,684","201,456,985","10,122,200","132,490,987","188,669,443","2,433,330","174,918,997","12,787,542","8,711,240","1,702,124","1,147.00","13,637.00",17.26,1.38,0.09,"Quý 4/2015
01/10-31/12
CKT/HN"
"1,471,720","1,317,054","359,668","284,033","284,033","192,996,908","8,055,620","129,482,253","180,381,873","4,455,178","169,247,540","12,615,035","8,711,240","1,692,952","1,075.00","13,453.00",18.05,2.28,0.15,"Quý 3/2015
01/07-30/09
CKT/HN"
"1,367,361","969,977","371,613","289,891","289,891","189,496,375","5,109,669","126,813,608","177,153,921","7,855,906","162,408,375","12,342,454","8,711,240","1,411,009","1,048.00","13,163.00",19.55,2.32,0.15,"Quý 2/2015
01/04-30/06
CKT/HN"
"1,389,588","1,003,078","359,265","280,714","280,714","187,311,237","3,973,911","117,524,968","174,631,371","10,870,605","156,733,708","12,679,866","8,711,240","1,758,510","1,080.00","13,522.00",15.47,2.24,0.15,"Quý 1/2015
01/01-31/03
CKT/HN"
"1,344,961","1,149,802","144,397","114,332","114,332","179,609,771","4,559,007","114,745,251","167,212,468","6,145,238","154,613,588","12,397,303","8,711,841","1,477,796","1,042.00","13,221.00",14.79,0.92,0.06,"Quý 4/2014
01/10-31/12
CKT/HN"
"997,843","910,257","340,465","264,194","264,194","179,381,374","6,133,165","111,268,690","166,873,974","10,034,007","150,182,864","12,507,400","8,920,769","1,531,220",594.00,"13,338.00",25.60,2.13,0.15,"Quý 3/2014
01/07-30/09
CKT/HN"
"1,325,818","852,357","412,286","323,258","323,258","177,454,081","8,451,262","108,810,216","165,181,887","11,375,646","147,173,237","12,272,194","8,920,769","1,267,026",740.00,"13,088.00",20.81,2.58,0.18,"Quý 2/2014
01/04-30/06
CKT/HN"
"1,054,976","951,191","318,253","250,018","250,018","173,390,522","7,267,026","105,250,187","160,628,787","9,198,469","144,409,345","12,761,735","11,145,374","1,600,614",828.00,"13,610.00",20.65,1.98,0.15,"Quý 1/2014
01/01-31/03
CKT/HN"
"886,892","1,333,952","-444,466","-293,126","-293,126","166,737,706","7,215,518","105,642,038","154,235,538","7,793,776","138,110,836","12,502,168","11,151,875","1,350,293",886.00,"13,333.00",17.61,-2.32,-0.18,"Quý 4/2013
01/10-31/12
CKT/HN"
"1,188,624","954,914","533,932","400,823","400,823","160,477,468","9,932,272","102,699,889","147,666,497","7,077,005","133,674,054","12,810,971","9,117,544","1,783,321","1,026.00","13,662.00",15.10,3.18,0.24,"Quý 3/2013
01/07-30/09
CKT/HN"
"1,105,430","884,024","548,793","408,938","408,938","169,403,941","12,838,471","108,786,829","156,969,954","7,140,823","141,994,173","12,433,987","9,148,761","1,381,704",39.00,"13,260.00",410.60,3.23,0.24,"Quý 2/2013
01/04-30/06
CKT/HN"
"1,231,815","844,465","394,895","307,030","307,030","175,909,974","17,601,408","105,467,202","162,986,200","11,176,110","135,305,348","12,923,774","9,376,965","972,153",430.00,"13,782.00",38.10,2.40,0.17,"Quý 1/2013
01/01-31/03
CKT/HN"
"1,594,396","1,303,101","-215,386","-158,559","-158,559","177,011,778","21,985,995","101,333,566","164,248,086","13,748,800","125,233,595","12,763,692","9,376,965","781,590",997.00,"13,612.00",16.55,-1.23,-0.08,"Quý 4/2012
01/10-31/12
CKT/HN"
"1,604,740","1,007,422","-691,463","-520,670","-520,670","214,254,026","34,862,246","101,311,468","201,256,786","20,021,257","122,848,415","12,997,240","9,376,965","1,093,209","2,619.00","13,861.00",6.26,-3.92,-0.22,"Quý 3/2012
01/07-30/09
CKT/HN"
"1,964,499","1,068,611","1,012,563","775,262","775,262","255,872,470","56,002,947","102,429,570","242,311,281","19,921,553","145,616,489","13,561,189","9,376,965","1,618,727","3,878.00","14,462.00",6.63,5.91,0.30,"Quý 2/2012
01/04-30/06
CKT/HN"
"1,611,676","851,466","1,102,473","837,205","837,205","265,555,845","54,368,724","103,598,306","252,864,554","19,782,478","145,092,394","12,691,291","9,376,965","843,465","3,663.00","13,535.00",6.72,6.79,0.31,"Quý 1/2012
01/01-31/03
CKT/HN"
"2,033,895","1,066,774","1,654,037","1,360,151","1,360,151","281,032,834","81,274,021","101,824,300","267,187,611","34,714,041","142,218,091","13,845,223","9,376,965","2,714,843","3,550.00","14,765.00",6.11,10.33,0.50,"Quý 4/2011
01/10-31/12
CKT/HN"
"1,607,906","793,307","878,964","658,662","658,662","264,000,137","69,631,366","99,326,697","251,511,723","33,590,442","148,380,054","12,488,414","9,376,965","1,861,150","3,135.00","13,318.00",6.89,5.36,0.26,"Quý 3/2011
01/07-30/09
CKT/HN"
"1,692,007","722,482","824,994","571,353","571,353","233,265,736","54,997,103","101,505,400","12,090,876","36,786,937","141,439,033","12,090,876","9,376,965","1,210,242","3,073.00","12,894.00",6.80,4.75,0.26,"Quý 2/2011
01/04-30/06
CKT/HN"
