Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
,,,,,"21,155,732","6,080,513","8,511,512","18,725,934","5,930,839","12,428,989","2,429,797","2,062,969","323,785",404.00,"12,149.00",76.91,0,0,"Quý 3/2010
01/07-30/09
CKT/HN"
,,,,,"19,222,692","6,168,272","7,053,415","16,873,216","5,247,938","11,351,615","2,349,476","2,043,043","249,406",404.00,"11,747.00",79.14,0,0,"Quý 2/2010
01/04-30/06
CKT/HN"
,,,,,"27,439,496","6,323,674","12,701,664","25,022,341","10,127,668","14,486,931","2,417,155","2,043,043","321,108",404.00,"12,086.00",54.16,0,0,"Quý 1/2010
01/01-31/03
CKT/HN"
,,,,,"21,155,732","6,080,513","8,511,512","18,725,934","5,930,839","12,428,989","2,429,797","2,062,969","323,785",404.00,"12,149.00",76.91,0,0,"Quý 4/2009
01/10-31/12
CKT/ĐL"
,,,,,"19,222,692","6,168,272","7,053,415","16,873,216","5,247,938","11,351,615","2,349,476","2,043,043","249,406",404.00,"11,747.00",79.14,0,0,"Quý 3/2009
01/07-30/09
CKT/ĐL"
"112,126","41,102","80,874","80,874","80,874","13,651,404","2,426,318","5,859,178","11,295,868","775,896","10,207,729","2,355,536","2,045,649","249,959",404.00,"11,778.00",0,3.50,0.58,"Quý 2/2009
01/04-30/06
CKT/ĐL"
,,,,,,,,,,,,,,,,,,,"Quý 4/2009
01/10-31/12
CKT/ĐL"
,,,,,,,,,,,,,,,,,,,"Quý 3/2009
01/07-30/09
CKT/ĐL"
,,,,,,,,,,,,,,,,,,,"Quý 2/2009
01/04-30/06
CKT/ĐL"
,,,,,,,,,,,,,,,,,,,"Quý 1/2009
01/01-31/03
CKT/ĐL"
