Date,Close,Open,High,Low,Vol.
2024-06-06,89000.0,88900.0,89700.0,88800.0,1699717.5
2024-06-05,88800.0,88700.0,89500.0,88600.0,2283200.0
2024-06-04,88700.0,88900.0,89200.0,88300.0,2164600.0
2024-06-03,88200.0,88000.0,89300.0,88000.0,2133600.0
2024-05-31,87200.0,88700.0,89000.0,87200.0,3921500.0
2024-05-30,88600.0,89500.0,89700.0,88500.0,2401000.0
2024-05-29,89800.0,90800.0,91000.0,89800.0,1186300.0
2024-05-28,90700.0,89800.0,90700.0,89800.0,1814100.0
2024-05-27,90200.0,90400.0,90600.0,89700.0,1258500.0
2024-05-24,90200.0,91000.0,91000.0,90000.0,2405500.0
2024-05-23,91000.0,90700.0,91500.0,90500.0,1317500.0
2024-05-22,90700.0,91500.0,91700.0,90700.0,1511700.0
2024-05-21,91100.0,91900.0,92000.0,90700.0,1486400.0
2024-05-20,91900.0,92300.0,93000.0,91800.0,1207800.0
2024-05-17,91800.0,92600.0,92600.0,91700.0,1084700.0
2024-05-16,92600.0,92000.0,92700.0,91500.0,1792900.0
2024-05-15,91000.0,91000.0,91300.0,90800.0,968100.0
2024-05-14,90600.0,91100.0,91600.0,90500.0,932400.0
2024-05-13,91000.0,92100.0,92400.0,90500.0,1317600.0
2024-05-10,92000.0,92700.0,92700.0,91700.0,823400.0
2024-05-09,92500.0,92900.0,93400.0,92300.0,606600.0
2024-05-08,93000.0,92700.0,93200.0,92100.0,1325000.0
2024-05-07,92900.0,93400.0,94100.0,92900.0,1219200.0
2024-05-06,86100.0,93000.0,93900.0,86100.0,1020000.0
2024-05-03,92500.0,93500.0,93500.0,90800.0,1470000.0
2024-05-02,91900.0,91200.0,93000.0,90360.0,932400.0
2024-04-26,91200.0,92000.0,93300.0,91000.0,1700000.0
2024-04-25,91000.0,90700.0,92900.0,89700.0,1240000.0
2024-04-24,90000.0,90100.0,94800.0,90000.0,1930000.0
2024-04-23,90100.0,91500.0,91500.0,89000.0,1560000.0
2024-04-22,90600.0,88500.0,96600.0,88500.0,999100.0
2024-04-19,90500.0,92000.0,92400.0,89700.0,1320000.0
2024-04-17,90460.0,92400.0,96700.0,89500.0,1450000.0
2024-04-16,91000.0,92000.0,94500.0,90000.0,1860000.0
2024-04-15,92000.0,96000.0,101200.0,88400.0,1900000.0
2024-04-12,94600.0,96000.0,96000.0,93800.0,844800.0
2024-04-11,94000.0,93500.0,95000.0,91000.0,778000.0
2024-04-10,94500.0,97000.0,99000.0,87700.0,737400.0
2024-04-09,94300.0,94500.0,95400.0,94200.0,686800.0
2024-04-08,95000.0,94900.0,95300.0,92300.0,838800.0
2024-04-05,94900.0,96100.0,102500.0,93200.0,779200.0
2024-04-04,96000.0,93600.0,96600.0,92000.0,2020000.0
2024-04-03,94150.0,94500.0,94800.0,93800.0,1320000.0
2024-04-02,94500.0,96000.0,100500.0,88800.0,969000.0
2024-04-01,95200.0,94900.0,96000.0,94700.0,1220000.0
2024-03-29,94900.0,95700.0,97500.0,90600.0,801200.0
2024-03-28,95700.0,97900.0,97900.0,95500.0,1230000.0
2024-03-27,95800.0,96300.0,100200.0,94800.0,1050000.0
2024-03-26,96300.0,95700.0,96600.0,95600.0,735400.0
2024-03-25,95700.0,96400.0,96900.0,94100.0,1370000.0
2024-03-22,96400.0,95300.0,96800.0,95200.0,1840000.0
2024-03-21,95200.0,94000.0,95500.0,94000.0,1450000.0
2024-03-20,93200.0,92500.0,94100.0,92500.0,897700.0
2024-03-19,92500.0,92500.0,93500.0,92500.0,868500.0
2024-03-18,93000.0,94300.0,94500.0,92500.0,1840000.0
2024-03-15,94000.0,95000.0,95000.0,93900.0,2300000.0
2024-03-14,95000.0,96000.0,96100.0,94600.0,2320000.0
2024-03-13,96000.0,94900.0,96500.0,94300.0,3120000.0
2024-03-12,94400.0,94100.0,94900.0,94000.0,1110000.0
2024-03-11,94100.0,95100.0,96000.0,94100.0,1840000.0
2024-03-08,95100.0,95900.0,96500.0,95100.0,2230000.0
2024-03-07,95800.0,95900.0,97400.0,95500.0,2360000.0
2024-03-06,96000.0,95500.0,96800.0,95400.0,1320000.0
2024-03-05,95500.0,96600.0,96600.0,95200.0,1360000.0
2024-03-04,96000.0,98000.0,98000.0,95600.0,1640000.0
2024-03-01,97300.0,98200.0,98200.0,94900.0,2380000.0
2024-02-29,97300.0,98500.0,100500.0,97300.0,1900000.0
2024-02-28,97400.0,91000.0,97400.0,90400.0,4220000.0
2024-02-27,91100.0,89600.0,91200.0,89100.0,1600000.0
2024-02-26,89500.0,88900.0,90000.0,88900.0,722000.0
2024-02-23,89600.0,89500.0,91400.0,88900.0,1800000.0
2024-02-22,89500.0,90600.0,91000.0,89500.0,1220000.0
2024-02-21,91200.0,91700.0,91700.0,90500.0,1370000.0
2024-02-20,91300.0,90100.0,91400.0,89400.0,1400000.0
2024-02-19,90200.0,89900.0,90500.0,89300.0,1050000.0
2024-02-16,89600.0,89900.0,90200.0,89500.0,734100.0
2024-02-15,89900.0,90000.0,90700.0,89100.0,1050000.0
2024-02-07,90000.0,90000.0,90800.0,89300.0,1370000.0
2024-02-06,89500.0,90300.0,90600.0,89100.0,1350000.0
2024-02-05,90000.0,90200.0,90600.0,89400.0,1950000.0
2024-02-02,90300.0,89100.0,90500.0,89100.0,733000.0
2024-02-01,89800.0,88000.0,90200.0,88000.0,598100.0
2024-01-31,88500.0,90600.0,90600.0,88500.0,945600.0
2024-01-30,91000.0,91200.0,91200.0,90100.0,888600.0
2024-01-29,91200.0,91800.0,92000.0,90900.0,730500.0
2024-01-26,92000.0,91600.0,92000.0,91400.0,953100.0
2024-01-25,91000.0,91100.0,91600.0,90700.0,503300.0
2024-01-24,91100.0,91600.0,92000.0,90900.0,744700.0
2024-01-23,91500.0,92100.0,92400.0,90400.0,1260000.0
2024-01-22,92000.0,93500.0,93500.0,92000.0,1050000.0
2024-01-19,92600.0,91000.0,93000.0,90400.0,1470000.0
2024-01-18,91100.0,90900.0,91200.0,90000.0,1420000.0
2024-01-17,90900.0,89000.0,91000.0,89000.0,1580000.0
2024-01-16,90000.0,89000.0,90100.0,88900.0,1370000.0
2024-01-15,90000.0,89000.0,90100.0,88900.0,1910000.0
2024-01-12,88700.0,88100.0,89500.0,87400.0,1910000.0
2024-01-11,89300.0,89500.0,90000.0,88600.0,1490000.0
2024-01-10,89500.0,87800.0,89500.0,87200.0,1800000.0
2024-01-09,87800.0,86800.0,87900.0,86800.0,1930000.0
2024-01-08,86800.0,86300.0,86800.0,86300.0,1610000.0
2024-01-05,86200.0,85900.0,86200.0,85700.0,1180000.0
2024-01-04,85900.0,84500.0,86200.0,84000.0,2660000.0
2024-01-03,84500.0,83500.0,84500.0,82800.0,1370000.0
2024-01-02,83500.0,82900.0,83600.0,82200.0,1790000.0
2023-12-29,80300.0,83500.0,83900.0,80300.0,1620000.0
2023-12-28,82800.0,82700.0,83100.0,82400.0,703200.0
2023-12-27,82700.0,82900.0,83200.0,82500.0,899600.0
2023-12-26,82800.0,82000.0,82800.0,82000.0,971200.0
2023-12-25,81800.0,80900.0,81800.0,80700.0,1300000.0
2023-12-22,80900.0,80900.0,81100.0,80400.0,1580000.0
2023-12-21,80900.0,81000.0,81000.0,80300.0,2030000.0
2023-12-20,81100.0,81200.0,81300.0,80500.0,1870000.0
2023-12-19,81200.0,81500.0,81500.0,80100.0,1960000.0
2023-12-18,81500.0,82800.0,82900.0,81500.0,1800000.0
2023-12-15,82200.0,84000.0,84400.0,82200.0,2530000.0
2023-12-14,84400.0,84000.0,84500.0,84000.0,840600.0
2023-12-13,83700.0,84200.0,84500.0,83700.0,1150000.0
