Date,Close,Open,High,Low,Vol.
2024-06-06,22350.0,22400.0,22600.0,22300.0,10093500.0
2024-06-05,22200.0,22550.0,22700.0,22200.0,13717100.0
2024-06-04,22500.0,22750.0,22800.0,22500.0,9778600.0
2024-06-03,22600.0,21950.0,22800.0,21950.0,24763500.0
2024-05-31,21750.0,21850.0,22000.0,21750.0,15393500.0
2024-05-30,21850.0,22100.0,22150.0,21700.0,28960000.0
2024-05-29,22300.0,22600.0,22650.0,22300.0,20829400.0
2024-05-28,22600.0,22700.0,22750.0,22350.0,13407300.0
2024-05-27,22450.0,22600.0,22600.0,22350.0,7993800.0
2024-05-24,22450.0,22550.0,23300.0,22150.0,36618800.0
2024-05-23,22800.0,22700.0,22850.0,22500.0,13080600.0
2024-05-22,23200.0,23600.0,23650.0,23200.0,20852500.0
2024-05-21,23600.0,23450.0,23600.0,23250.0,16402300.0
2024-05-20,23450.0,23600.0,23600.0,23400.0,17925500.0
2024-05-17,23250.0,23450.0,23450.0,23150.0,15465900.0
2024-05-16,23400.0,23150.0,23550.0,23000.0,31430700.0
2024-05-15,22900.0,22950.0,23050.0,22800.0,15300500.0
2024-05-14,22850.0,22900.0,23200.0,22700.0,16668300.0
2024-05-13,22650.0,22600.0,23000.0,22600.0,14003500.0
2024-05-10,22600.0,22750.0,22900.0,22500.0,11418400.0
2024-05-09,22650.0,22600.0,22800.0,22350.0,15643200.0
2024-05-08,22550.0,22400.0,22700.0,22300.0,21437700.0
2024-05-07,22750.0,23000.0,23050.0,22650.0,9604700.0
2024-05-06,23950.0,22400.0,23950.0,22000.0,16200000.0
2024-05-03,22540.0,22600.0,23000.0,22000.0,11860000.0
2024-05-02,22400.0,21700.0,23500.0,21700.0,11080000.0
2024-04-26,22400.0,22250.0,22650.0,22000.0,13330000.0
2024-04-25,22250.0,23000.0,23000.0,22150.0,13000000.0
2024-04-24,23500.0,22400.0,23500.0,21950.0,18650000.0
2024-04-23,22000.0,22700.0,22700.0,21750.0,32000000.0
2024-04-22,23830.0,24250.0,24250.0,22600.0,17580000.0
2024-04-19,22700.0,22800.0,24700.0,22600.0,28180000.0
2024-04-17,23100.0,23600.0,25550.0,23050.0,23980000.0
2024-04-16,23900.0,22150.0,25000.0,22150.0,32720000.0
2024-04-15,26350.0,24650.0,26350.0,22950.0,47600000.0
2024-04-12,24650.0,23500.0,24810.0,23500.0,23910000.0
2024-04-11,23750.0,23800.0,25450.0,23250.0,9010000.0
2024-04-10,23800.0,25650.0,25650.0,23800.0,21080000.0
2024-04-09,24000.0,23500.0,25100.0,23400.0,15730000.0
2024-04-08,23500.0,23350.0,24950.0,23150.0,24710000.0
2024-04-05,23350.0,23850.0,25450.0,23300.0,25380000.0
2024-04-04,23800.0,24200.0,25850.0,23800.0,27790000.0
2024-04-03,24200.0,24750.0,26500.0,24200.0,22560000.0
2024-04-02,25400.0,24950.0,26600.0,24200.0,28970000.0
2024-04-01,24900.0,25400.0,27150.0,24700.0,19240000.0
2024-03-29,25400.0,25500.0,25600.0,23750.0,11650000.0
2024-03-28,25500.0,25300.0,25700.0,25200.0,15990000.0
2024-03-27,25300.0,25000.0,27000.0,23500.0,11400000.0
2024-03-26,25250.0,24400.0,26400.0,23200.0,15610000.0
2024-03-25,24700.0,25800.0,26800.0,23300.0,21220000.0
2024-03-22,25050.0,24750.0,26100.0,24750.0,41530000.0
2024-03-21,24750.0,24300.0,24750.0,24100.0,30970000.0
2024-03-20,24150.0,23200.0,24400.0,23100.0,39360000.0
2024-03-19,23200.0,23200.0,23350.0,22950.0,13610000.0
2024-03-18,23200.0,23750.0,23800.0,22400.0,31780000.0
2024-03-15,23800.0,23450.0,23850.0,23150.0,18890000.0
2024-03-14,23450.0,23950.0,23950.0,23400.0,18360000.0
2024-03-13,23850.0,23100.0,23850.0,23100.0,15270000.0
2024-03-12,23100.0,22900.0,23250.0,22750.0,19120000.0
2024-03-11,22950.0,23550.0,23600.0,22800.0,34910000.0
2024-03-08,23600.0,24500.0,24500.0,23600.0,49380000.0
2024-03-07,24400.0,24700.0,24800.0,24350.0,19760000.0
2024-03-06,24650.0,24600.0,25150.0,24500.0,22280000.0
2024-03-05,24600.0,24200.0,24650.0,24100.0,22770000.0
2024-03-04,24200.0,24100.0,24450.0,23750.0,31950000.0
2024-03-01,24000.0,24100.0,24150.0,23800.0,20470000.0
2024-02-29,24150.0,24500.0,24550.0,23950.0,24030000.0
2024-02-28,24400.0,24350.0,24550.0,24150.0,19280000.0
2024-02-27,24250.0,24050.0,24450.0,23850.0,22910000.0
2024-02-26,24000.0,23900.0,24050.0,23650.0,21380000.0
2024-02-23,23950.0,24000.0,24700.0,23750.0,49050000.0
2024-02-22,23950.0,24000.0,24100.0,23850.0,14940000.0
