Date,Close,Open,High,Low,Vol.
2024-06-06,64599.99999999999,63600.0,65000.0,63600.0,1095800.0
2024-06-05,63600.0,63000.0,65300.0,62200.0,2520900.0
2024-06-04,62300.0,63100.0,63200.0,62200.0,475600.0
2024-06-03,63000.0,61600.0,63500.0,61400.0,1024900.0
2024-05-31,60800.0,61000.0,61800.0,60600.0,296900.0
2024-05-30,61000.0,61500.0,62200.0,60100.0,1124100.0
2024-05-29,61900.0,62500.0,62800.0,61500.0,719600.0
2024-05-28,62700.0,62900.0,62900.0,62000.0,538900.0
2024-05-27,62100.0,61400.0,63000.0,60500.0,728700.0
2024-05-24,61500.0,64000.0,64400.00000000001,60800.0,1660200.0
2024-05-23,64200.0,63100.0,64400.00000000001,62500.0,1422500.0
2024-05-22,63100.0,64900.00000000001,64900.00000000001,62600.0,1534700.0
2024-05-21,64300.0,63900.0,65099.99999999999,63100.0,2202000.0
2024-05-20,62900.0,60700.0,62900.0,60600.0,2045300.0
2024-05-17,58800.0,58100.0,59500.0,58100.0,460400.0
2024-05-16,58100.0,58900.0,58900.0,58100.0,448400.0
2024-05-15,58600.0,59000.0,59000.0,58200.0,409500.0
2024-05-14,58400.0,57000.0,58700.0,56300.0,1237200.0
2024-05-13,56200.0,57700.0,58000.0,55800.0,409100.0
2024-05-10,57000.0,58500.0,58600.0,56500.0,490100.0
2024-05-09,58000.0,54400.0,58000.0,54400.0,1730800.0
2024-05-08,54500.0,54800.0,54800.0,53600.0,510400.0
2024-05-07,54800.0,55300.0,55600.0,54600.0,420400.0
2024-05-06,55100.0,54000.0,55200.0,53900.0,508000.0
2024-05-03,53800.0,54000.0,54500.0,53500.0,429800.0
2024-05-02,54000.0,52500.0,54000.0,52500.0,489100.0
2024-04-26,52400.0,52000.0,52800.0,52000.0,349000.0
2024-04-25,52500.0,52800.0,53300.0,52200.0,328300.0
2024-04-24,52300.0,51000.0,52600.0,50900.0,771300.0
2024-04-23,50500.0,52700.0,53000.0,50400.0,625000.0
2024-04-22,52700.0,51800.0,52900.0,51700.0,307500.0
2024-04-19,51600.0,52300.0,53300.0,50700.0,1150000.0
2024-04-17,54300.0,56200.0,56200.0,54300.0,522600.0
2024-04-16,55600.0,56800.0,57000.0,54800.0,791000.0
2024-04-15,56800.0,61200.0,61200.0,56800.0,1290000.0
2024-04-12,61000.0,60700.0,61000.0,59700.0,950000.0
2024-04-11,60300.0,61000.0,61000.0,60300.0,684300.0
2024-04-10,61300.0,61800.0,62300.0,61200.0,580500.0
2024-04-09,61800.0,61900.0,61900.0,61000.0,475200.0
2024-04-08,62000.0,62600.0,62700.0,62000.0,407800.0
2024-04-05,62600.0,63000.0,63300.0,62600.0,703700.0
2024-04-04,63500.0,64400.0,64400.0,63500.0,635400.0
2024-04-03,64400.0,65300.0,65300.0,64300.0,482600.0
2024-04-02,65400.0,64400.0,65400.0,63700.0,624000.0
2024-04-01,64300.0,65000.0,65400.0,64100.0,719500.0
2024-03-29,64900.0,65400.0,65500.0,64900.0,610900.0
2024-03-28,65300.0,65700.0,66000.0,65100.0,580100.0
2024-03-27,65200.0,65700.0,65700.0,64900.0,456200.0
2024-03-26,65100.0,65000.0,65400.0,64800.0,650900.0
2024-03-25,65100.0,65600.0,66200.0,64800.0,727200.0
2024-03-22,65700.0,66000.0,66100.0,65100.0,1200000.0
2024-03-21,65700.0,65500.0,66100.0,65200.0,801600.0
2024-03-20,65000.0,64400.0,65300.0,63800.0,798600.0
2024-03-19,64400.0,64600.0,65300.0,64300.0,598600.0
2024-03-18,64600.0,67600.0,68100.0,63000.0,2080000.0
2024-03-15,67500.0,67900.0,68900.0,67300.0,1300000.0
2024-03-14,67900.0,69400.0,70700.0,67800.0,1920000.0
2024-03-13,69200.0,68100.0,69700.0,68000.0,1390000.0
2024-03-12,67900.0,66800.0,68900.0,66200.0,1300000.0
2024-03-11,67100.0,69400.0,69900.0,66700.0,1560000.0
2024-03-08,69300.0,70000.0,71000.0,69300.0,2470000.0
2024-03-07,69000.0,66500.0,69000.0,66200.0,1920000.0
2024-03-06,66200.0,65800.0,67700.0,65000.0,1570000.0
2024-03-05,65500.0,65600.0,66400.0,64600.0,1340000.0
