Date,Close,Open,High,Low,Vol.
2024-06-06,139600.0,140300.0,141700.0,138800.0,5213800.0
2024-06-05,140100.0,140000.0,144900.0,139700.0,6341800.0
2024-06-04,139100.0,139000.0,139300.0,137800.0,7049800.0
2024-06-03,136900.0,135000.0,137600.0,134700.0,7773600.0
2024-05-31,134600.0,135000.0,136800.0,133800.0,2696600.0
2024-05-30,135000.0,133800.0,135000.0,131900.0,7301300.0
2024-05-29,135700.0,137100.0,138200.0,134800.0,6107600.0
2024-05-28,137000.0,134000.0,137000.0,133100.0,5419500.0
2024-05-27,132800.0,133000.0,133500.0,130600.0,6121100.0
2024-05-24,131900.0,138000.0,138000.0,130600.0,14134600.0
2024-05-23,137500.0,137500.0,137800.0,135000.0,3769000.0
2024-05-22,138000.0,137900.0,139700.0,136100.0,7132000.0
2024-05-21,136000.0,134000.0,136000.0,133500.0,4206300.0
2024-05-20,133000.0,135200.0,136100.0,133000.0,3143500.0
2024-05-17,134500.0,135400.0,136000.0,133700.0,3049000.0
2024-05-16,135400.0,135600.0,137300.0,134200.0,4043900.0
2024-05-15,134100.0,131500.0,134500.0,131300.0,4717700.0
2024-05-14,130500.0,130000.0,131700.0,129600.0,3151900.0
2024-05-13,129699.99999999999,131300.0,131500.0,128800.00000000001,4360200.0
2024-05-10,131000.0,131300.0,132200.0,129199.99999999999,4168700.0
2024-05-09,130300.00000000001,130600.0,132800.0,130000.0,3041548.0
2024-05-08,131000.0,130100.0,131000.0,129300.00000000001,3824500.0
2024-05-07,131300.0,128000.0,131600.0,127200.0,3861200.0
2024-05-06,127600.0,129800.0,129800.0,124500.0,2700000.0
2024-05-03,126310.0,136200.0,136200.0,124300.0,3190000.0
2024-05-02,127300.0,124000.0,131800.0,123500.0,3470000.0
2024-04-26,123100.0,123200.0,131800.0,121100.0,3280000.0
2024-04-25,123200.0,128500.0,128500.0,120100.0,5710000.0
2024-04-24,120100.0,113900.0,120100.0,113200.0,10160000.0
2024-04-23,112300.0,111000.0,118000.0,102600.0,4040000.0
2024-04-22,110300.0,108000.0,116600.0,108000.0,2400000.0
2024-04-19,109000.0,111600.0,119600.0,108500.0,5360000.0
2024-04-17,105100.0,113000.0,120900.0,105100.0,1940000.0
2024-04-16,113000.0,111600.0,119400.0,111500.0,3640000.0
2024-04-15,111600.0,116200.0,123500.0,111500.0,3700000.0
2024-04-12,115500.0,122900.0,122900.0,106900.0,1370000.0
2024-04-11,114900.0,113800.0,121700.0,113300.0,1550000.0
2024-04-10,113800.0,116000.0,120900.0,113300.0,1790000.0
2024-04-09,113000.0,112600.0,113200.0,112500.0,1430000.0
2024-04-08,112600.0,113600.0,113700.0,112600.0,1950000.0
2024-04-05,113700.0,107000.0,114700.0,107000.0,2760000.0
2024-04-04,123100.0,120000.0,123100.0,114000.0,2360000.0
2024-04-03,115100.0,116800.0,125100.0,115100.0,2550000.0
2024-04-02,117000.0,124900.0,124900.0,115300.0,2290000.0
2024-04-01,116800.0,118000.0,124600.0,108400.0,1970000.0
2024-03-29,116500.0,117100.0,125200.0,114000.0,1340000.0
2024-03-28,117100.0,115500.0,123200.0,115300.0,2800000.0
2024-03-27,115200.0,115400.0,123000.0,107000.0,1320000.0
2024-03-26,115000.0,114000.0,121900.0,107200.0,1690000.0
2024-03-25,114000.0,117100.0,122900.0,113800.0,2790000.0
2024-03-22,114900.0,118400.0,124300.0,114500.0,2410000.0
2024-03-21,116200.0,115200.0,116200.0,114600.0,3760000.0
2024-03-20,114500.0,112300.0,115000.0,111100.0,3480000.0
2024-03-19,112000.0,113000.0,113000.0,111100.0,3320000.0
2024-03-18,113000.0,115800.0,115800.0,111100.0,5880000.0
