Date,Close,Open,High,Low,Vol.
2024-06-06,67200.0,69000.0,69000.0,67200.0,4889800.0
2024-06-05,68500.0,66200.0,69200.0,66200.0,11865800.0
2024-06-04,66000.0,66100.0,66600.0,66000.0,3755800.0
2024-06-03,66100.0,65800.0,66600.0,65700.0,3302200.0
2024-05-31,65400.00000000001,65900.0,65900.0,65300.0,4163400.0
2024-05-30,65700.0,66100.0,66200.0,65500.0,4502600.0
2024-05-29,66300.0,67000.0,67300.0,66000.0,3644200.0
2024-05-28,66800.0,66300.0,67300.0,66100.0,5787500.0
2024-05-27,66100.0,66100.0,66600.0,65800.0,2426600.0
2024-05-24,66000.0,66700.0,66900.0,65700.0,4194100.0
2024-05-23,67000.0,66000.0,67000.0,65800.0,2991400.0
2024-05-22,65800.0,66400.0,66700.0,65800.0,3728300.0
2024-05-21,66200.0,66400.0,66600.0,65800.0,3821200.0
2024-05-20,66400.0,67100.0,67600.0,66400.0,4941500.0
2024-05-17,67000.0,67300.0,67800.0,66800.0,4349200.0
2024-05-16,67200.0,67100.0,67700.0,67000.0,3153300.0
2024-05-15,67000.0,66900.0,67300.0,66700.0,3895400.0
2024-05-14,66500.0,65900.0,67000.0,65900.0,2704800.0
2024-05-13,65800.0,66600.0,66800.0,65400.00000000001,2882500.0
2024-05-10,66500.0,66700.0,67500.0,66100.0,2418100.0
2024-05-09,66600.0,67900.0,67900.0,66600.0,2998000.0
2024-05-08,67900.0,68000.0,68000.0,67100.0,2984400.0
2024-05-07,68000.0,66000.0,68500.0,65900.0,8723900.0
2024-05-06,65800.0,65700.0,66300.0,65500.0,2260000.0
2024-05-03,65600.0,65400.0,66000.0,65400.0,1970000.0
2024-05-02,65400.0,65200.0,65800.0,64900.0,2560000.0
2024-04-26,65400.0,65000.0,65800.0,64500.0,2450000.0
2024-04-25,64700.0,64200.0,64800.0,63610.0,1920000.0
2024-04-24,64000.0,63500.0,64300.0,63500.0,2400000.0
2024-04-23,63500.0,63800.0,64700.0,63200.0,2010000.0
2024-04-22,64000.0,65900.0,65900.0,64000.0,2040000.0
2024-04-19,63900.0,64200.0,64400.0,63300.0,4520000.0
2024-04-17,59600.0,64000.0,64900.0,59600.0,4590000.0
2024-04-16,64000.0,65000.0,65000.0,63000.0,7130000.0
2024-04-15,64900.0,66800.0,66900.0,64800.0,5760000.0
2024-04-12,66600.0,66700.0,67100.0,66600.0,2120000.0
2024-04-11,66600.0,66800.0,66900.0,66500.0,2950000.0
2024-04-10,66800.0,66900.0,67200.0,66800.0,2770000.0
2024-04-09,66900.0,67000.0,67300.0,66800.0,2270000.0
2024-04-08,67000.0,67900.0,68000.0,66900.0,3670000.0
2024-04-05,67900.0,68200.0,68500.0,67700.0,4230000.0
2024-04-04,67920.0,66700.0,68400.0,66600.0,7470000.0
2024-04-03,66700.0,67300.0,67500.0,66700.0,5050000.0
2024-04-02,67300.0,67000.0,67400.0,66700.0,4320000.0
2024-04-01,67000.0,67600.0,67700.0,67000.0,4990000.0
2024-03-29,67600.0,68000.0,68500.0,66100.0,3480000.0
2024-03-28,67600.0,67700.0,68400.0,67600.0,4110000.000000001
2024-03-27,67600.0,67700.0,70400.0,66500.0,2530000.0
2024-03-26,67700.0,67600.0,67900.0,67300.0,2500000.0
2024-03-25,67300.0,67900.0,68200.0,65800.0,5450000.0
2024-03-22,67800.0,69300.0,72500.0,67800.0,6070000.0
2024-03-21,68400.0,68200.0,68500.0,67900.0,4910000.0
2024-03-20,68000.0,67800.0,68600.0,67500.0,3550000.0
2024-03-19,67800.0,68500.0,68500.0,67800.0,3160000.0
2024-03-18,67900.0,68800.0,69100.0,67600.0,6800000.0
2024-03-15,68800.0,70100.0,70100.0,68700.0,4850000.0
2024-03-14,70500.0,71000.0,71300.0,70300.0,5450000.0
2024-03-13,70800.0,70100.0,70900.0,70000.0,5650000.0
2024-03-12,70000.0,70400.0,70600.0,70000.0,3840000.0
2024-03-11,70300.0,70500.0,71300.0,70000.0,4210000.0
2024-03-08,70000.0,72100.0,72900.0,70000.0,7360000.0
2024-03-07,72000.0,71700.0,72100.0,71300.0,5070000.0
2024-03-06,72200.0,73300.0,73500.0,72000.0,3450000.0
2024-03-05,73000.0,72000.0,73000.0,71700.0,5440000.0
2024-03-04,72000.0,71800.0,72700.0,71600.0,5010000.0
2024-03-01,71500.0,72100.0,72100.0,71200.0,4400000.0
2024-02-29,72000.0,72600.0,73300.0,71600.0,6540000.0
2024-02-28,72200.0,72400.0,72600.0,71500.0,3420000.0
2024-02-27,72000.0,71200.0,72400.0,71100.0,5280000.0
2024-02-26,71000.0,71000.0,71700.0,70700.0,3050000.0
2024-02-23,71300.0,71800.0,72700.0,71000.0,6140000.0
2024-02-22,71600.0,71300.0,72700.0,71100.0,4650000.0
2024-02-21,71300.0,71500.0,71900.0,71000.0,3590000.0
2024-02-20,71500.0,71700.0,72400.0,71300.0,4390000.0
2024-02-19,71900.0,70900.0,72600.0,70700.0,6650000.0
2024-02-16,70000.0,67800.0,70300.0,67500.0,11110000.0
2024-02-15,67600.0,67600.0,68000.0,67200.0,3880000.0
2024-02-07,67600.0,67600.0,67900.0,67200.0,2740000.0
2024-02-06,67600.0,68100.0,68200.0,67600.0,2390000.0
2024-02-05,68000.0,67400.0,68200.0,67200.0,3570000.0
2024-02-02,67400.0,67500.0,67700.0,67000.0,2610000.0
2024-02-01,67500.0,67200.0,67800.0,67200.0,2500000.0
2024-01-31,67000.0,67200.0,68200.0,66900.0,4020000.0
2024-01-30,66900.0,67300.0,67300.0,66900.0,1790000.0
2024-01-29,67000.0,67100.0,67300.0,66900.0,1730000.0
2024-01-26,67000.0,67000.0,67500.0,67000.0,1680000.0
2024-01-25,66900.0,67400.0,67500.0,66900.0,2660000.0
2024-01-24,67300.0,67800.0,68000.0,67200.0,2080000.0
2024-01-23,67700.0,68300.0,68300.0,67600.0,2110000.0
2024-01-22,68300.0,68000.0,68700.0,68000.0,1960000.0
2024-01-19,68000.0,67400.0,68600.0,67400.0,2620000.0
2024-01-18,67400.0,67300.0,67800.0,67300.0,1230000.0
2024-01-17,67100.0,67500.0,67900.0,67000.0,1830000.0
2024-01-16,67400.0,67000.0,67400.0,66700.0,2070000.0
2024-01-15,67000.0,67200.0,67500.0,67000.0,2230000.0
2024-01-12,67200.0,67600.0,67900.0,67000.0,3280000.0
2024-01-11,67900.0,67500.0,68500.0,67500.0,2080000.0
2024-01-10,67500.0,68100.0,68100.0,67400.0,3010000.0
2024-01-09,68100.0,68200.0,68500.0,68000.0,2460000.0
2024-01-08,68200.0,69000.0,69100.0,68200.0,2400000.0
2024-01-05,68800.0,69300.0,69300.0,68500.0,1480000.0
2024-01-04,69000.0,69100.0,69500.0,69000.0,3400000.0
2024-01-03,69000.0,68400.0,69000.0,68000.0,1890000.0
2024-01-02,68300.0,68200.0,68500.0,67900.0,2140000.0
2023-12-29,67600.0,68700.0,68700.0,67600.0,1950000.0
2023-12-28,68500.0,67500.0,68500.0,67500.0,2410000.0
2023-12-27,67500.0,68000.0,68200.0,67500.0,1630000.0
2023-12-26,68000.0,68300.0,68500.0,68000.0,1980000.0
2023-12-25,67900.0,67600.0,68700.0,67600.0,2670000.0
2023-12-22,67600.0,67800.0,68100.0,67500.0,2150000.0
2023-12-21,67800.0,67900.0,68300.0,67800.0,2590000.0
2023-12-20,68100.0,67000.0,68200.0,67000.0,2600000.0
2023-12-19,67000.0,67100.0,67400.0,66300.0,3060000.0
2023-12-18,67000.0,68100.0,68200.0,67000.0,3510000.0
2023-12-15,68100.0,68500.0,68600.0,68100.0,3740000.0
2023-12-14,68400.0,68400.0,68900.0,68200.0,1460000.0
2023-12-13,68200.0,69600.0,69700.0,68100.0,4510000.0
2023-12-12,69400.0,70000.0,70100.0,69000.0,2790000.0
2023-12-11,70000.0,70500.0,70500.0,69900.0,4730000.0
2023-12-08,69000.0,68400.0,69300.0,68000.0,3730000.0
2023-12-07,68400.0,68800.0,68800.0,67500.0,3870000.0
